uf,cidade,bairro,latitude,longitude,data_ocorrencia,fonte_ocorrencia,presenca_agentes,acao_policial,civis_mortos_ocorrencia,civis_feridos_ocorrencia,agentes_mortos_ocorrencia,agentes_feridos_ocorrencia,chacina_ocorrencia,motivo_principal,color,mortos_total,feridos_total,mes
Rio de Janeiro,RIO DE JANEIRO,JACAREPAGUA,-22.9899253,-43.3216369,2024-04-10 19:30:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,4
Pernambuco,JABOATAO DOS GUARARAPES,CAVALEIRO,-8.087509374361746,-34.97503420802136,2024-04-10 00:00:00,Imprensa,Não,Não,,1.0,,,Não,Homicidio/Tentativa,#fe9600,,,4
Bahia,SALVADOR,PERNAMBUES,-12.97611170625962,-38.465331508004,2024-04-09 22:00:00,Usuário,Não,Não,,,,,Não,Tiros a esmo,#fe9600,,,4
Bahia,SALVADOR,CASSANGE,-12.8841651,-38.3711243,2024-04-10 01:30:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Bahia,SALVADOR,FAZENDA GRANDE DO RETIRO,-12.9461993841726,-38.47847794125536,2024-04-10 08:00:00,Imprensa,Sim,Sim,1.0,,,,Não,Ação policial,#fe9600,,,4
Bahia,SALVADOR,BARBALHO,-12.970040294435778,-38.49932827475205,2024-04-10 08:00:00,Imprensa,Não,Não,,1.0,,,Não,Homicidio/Tentativa,#fe9600,,,4
Bahia,CAMACARI,PARAFUSO,-12.766717841918922,-38.32686368028318,2024-04-09 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Pernambuco,JABOATAO DOS GUARARAPES,CAJUEIRO SECO,-8.168622612336376,-34.928161334380256,2024-04-09 00:00:00,Imprensa,Não,Não,1.0,1.0,,,Não,Homicidio/Tentativa,#fe9600,,,4
Pernambuco,JABOATAO DOS GUARARAPES,SANTO ALEIXO,-8.107247283687776,-35.01493057981989,2024-04-09 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Pernambuco,RECIFE,VARZEA,-8.038301033665455,-34.98383561527694,2024-04-09 00:00:00,Imprensa,Não,Não,1.0,1.0,,,Não,Homicidio/Tentativa,#fe9600,,,4
Pernambuco,OLINDA,AGUAS COMPRIDAS,-7.9921006,-34.8941405,2024-04-09 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Pernambuco,MORENO,"ALTO DO STO. ANTONIO, N. SRA. DAS GRACAS",-8.107273,-35.0904564,2024-04-09 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Pernambuco,PAULISTA,PAU AMARELO,-7.906808919307568,-34.83558656062867,2024-04-09 00:00:00,Imprensa,Não,Não,,1.0,,,Não,Homicidio/Tentativa,#fe9600,,,4
Bahia,DIAS D'AVILA,PARQUE PETROPOLIS,-12.625896375581586,-38.29176631990473,2024-04-10 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,4
Rio de Janeiro,RIO DE JANEIRO,CIDADE DE DEUS,-22.94653044183098,-43.36167568773054,2024-04-09 22:30:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,4
Rio de Janeiro,RIO DE JANEIRO,TIJUCA,-22.91762626394629,-43.21195598012924,2024-04-10 00:00:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,4
Rio de Janeiro,RIO DE JANEIRO,JACAREPAGUA,-22.914739,-43.42013078,2024-04-10 03:32:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,4
Rio de Janeiro,RIO DE JANEIRO,RIO COMPRIDO,-22.92641055,-43.19702099,2024-04-10 05:36:00,Usuário,Sim,Sim,,,,,Não,Operação policial,#fe9600,,,4
Bahia,SALVADOR,SAO CAETANO,-12.9294858,-38.4767591,2024-04-09 21:30:00,Imprensa,Não,Não,1.0,,,,Não,Tentativa/Roubo,#fe9600,,,4
